# Combination of '2024zwb' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 320.50692, 7.14486, 60598.376205, 19.946, 0.802, 38.0, 31.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60604.319974, 20.051, 0.599, 35.0, 21.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60607.070307, 20.481, 0.829, 23.0, 19.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60608.282991, 19.889, 0.539, 40.0, 22.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60611.025703, 20.331, 0.693, 27.0, 18.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60612.766631, 19.513, 0.218, 57.0, 12.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60612.78344, 19.48, 0.204, 59.0, 12.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60614.328504, 19.419, 0.202, 62.0, 12.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60624.779047, 17.761, 0.475, 286.0, 136.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60624.782201, 17.488, 0.436, 367.0, 160.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60627.039366, 18.413, 0.236, 157.0, 37.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60627.056274, 18.753, 0.355, 114.0, 41.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60627.062303, 18.663, 0.276, 124.0, 34.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60628.769527, 18.454, 0.215, 151.0, 32.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60628.772741, 18.531, 0.219, 140.0, 31.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60630.279352, 18.842, 0.21, 105.0, 22.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60630.281385, 18.781, 0.31, 112.0, 35.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60630.282218, 18.864, 0.201, 103.0, 21.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60630.307848, 18.662, 0.254, 124.0, 32.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60630.31437, 18.979, 0.266, 93.0, 25.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60631.014306, 18.433, 0.2, 154.0, 31.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60631.017466, 18.957, 0.284, 95.0, 27.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60631.278346, 19.331, 0.307, 67.0, 21.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60633.294205, 18.939, 0.205, 96.0, 20.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60636.213885, 20.468, 0.46, 24.0, 11.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60636.217502, 20.984, 0.735, 15.0, 11.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60636.224788, 19.852, 0.302, 42.0, 13.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60636.234781, 20.263, 0.435, 28.0, 12.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60638.222361, 19.68, 0.253, 49.0, 12.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60638.23677, 19.665, 0.262, 49.0, 13.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60640.215378, 19.741, 0.274, 46.0, 13.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60640.225386, 20.36, 0.497, 26.0, 13.0, ATLAS
c, 23.9, 320.50692, 7.14486, 60644.206036, 19.092, 0.924, 84.0, 77.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60650.196062, 20.059, 0.552, 34.0, 19.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60650.201549, 20.41, 0.6, 25.0, 15.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60650.207069, 20.559, 0.706, 22.0, 15.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60652.234405, 19.977, 0.453, 37.0, 17.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60654.228689, 19.038, 0.227, 88.0, 20.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60654.241549, 20.412, 0.841, 25.0, 21.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60656.212524, 19.662, 0.391, 50.0, 19.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60657.232894, 19.94, 0.629, 38.0, 24.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60657.257254, 19.173, 0.373, 78.0, 29.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60657.261389, 20.043, 0.747, 35.0, 26.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60658.2292, 19.605, 0.51, 52.0, 27.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60658.243094, 19.099, 0.3, 83.0, 25.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60658.259949, 19.354, 0.483, 66.0, 32.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60658.285337, 19.593, 0.742, 53.0, 39.0, ATLAS
o, 23.9, 320.50692, 7.14486, 60664.218421, 19.433, 0.224, 61.0, 14.0, ATLAS
