TNS_name Classification RA(deg) Dec(deg) gal_PGC_num gal_RA(deg) gal_Dec(deg) z_hel z_hel_err z_flag
20wie Ia 105.155871617 35.047269304 9005073 105.15575 35.04886 0.07193300000000001 0.015 pu
19sla Ia 122.1199006 1.4739389 1196018 122.11996 1.4735 0.06276280250480956 0.015 sp
21fof Ia 212.053310337 -8.83271031664 None 212.05327175 -8.83264824 None None n
19fzt Ia 168.86130145455 25.958940881818 1756978 168.8595 25.96163 0.04620529846684803 1.0006922855944561e-05 spu
22vwf Ia 290.95861783333334 44.26398543333334 9000000 290.9583582 44.2635569 0.102982 0.0363984 pu
21fnt Ia 203.247592831 32.6095845838 47682 203.23980079540001 32.6052079602 0.03576240733847948 1.134117923673717e-05 spu
22shv Ia 272.8773471 36.1739959 9005184 272.8772757 36.1741169 0.07025258973127703 7.018980709705412e-07 spu
22aart Ia 119.8685926 3.1560359 None 119.86836941816 3.15511944487614 None None n
21jwl Ia 233.89276104 5.39222793307 1282728 233.8935375 5.3930444444444445 0.038463275817298914 4.669897332774129e-05 spu
23gqs Ia 207.3491075 35.0150525 None None None None None None
20bqz Ia 234.76485744 31.19842962 1936127 234.76535416666667 31.19795277777778 0.05396066368020505 2.0013845711889123e-05 spu
20ndv Ia 347.408741833 12.8300018913 1417025 347.40554166667 12.8305 0.037415884558376716 2.2015230283078036e-05 spu
22ssk Ia 37.3689634 -5.8483693 9482 37.36895833333 -5.8485 0.028678 1.0 p
20kyx Ia 243.439625 22.920661 57542 243.44182 22.919 0.03191607975674959 1.1007615141539018e-05 spu
19fcw Ia 228.032700503 1.06049225624 1183301 228.03292083333 1.06046388889 0.08781741934281749 6.0041537135667375e-05 spu
21cjx Ia 148.004828925 21.174140475 9005106 148.00459 21.17412 0.1119180436354375 None sp
22mvc Ia 232.552288 7.7653304 1330300 232.552288 7.7653304 0.03502422999580597 2.0013845711889123e-05 spu
21fxy Ia 198.256542 -19.51255 45908 198.2543 -19.51819 0.00948389435467386 2.6351563520654015e-05 spu
22ydi Ia 17.0025694118 40.2334835294 None 17.00252 40.233379 0.054673 0.015 pu
21nyt Ia 245.807574984 26.4759429628 3089457 245.80746913849998 26.479288356999998 0.0644595935765669 1.2008307427133473e-05 spu
22ruk Ia 45.451755 36.2157575 9005178 45.451428 36.216022 0.07041899900000001 0.0353238 pu
20vax Ia 109.491863274 43.5717351449 9005069 109.492710018583 43.5718096187757 0.05486305974510322 None sp
22fw Ia 185.9751531 -3.443856 40284 185.97495 -3.442925 0.006690295057389336 8.339102379953801e-06 spu
19igg Ia 229.8108381 7.8664616 54682 229.81113 7.86548 0.04726870080233973 1.28522245879848e-05 spu
21khn Ia 195.799262855 -6.6631930874 9005128 195.80002347867 -6.66526085588 0.07802627156499216 1.834163540066075e-05 spu
21wlw Ia 278.6656771 44.2358585 3899519 278.6656776 44.23585034 0.06564131279510536 7.418689219836072e-06 spu
21igt Ia 191.25050259 21.1417000006 4339982 191.24998333333335 21.142186111111112 0.07535546474621453 6.671281903963041e-06 spu
21ghc Ia 149.137458 0.752289 1174488 149.13964166666668 0.7508722222222223 0.04617194205732822 1.0006922855944561e-05 spu
20mnw Ia 224.087811528 9.33607126839 3837040 224.08606748 9.33576222 0.08077921693413649 1.6678204759907602e-05 spu
20tce Ia 45.470542 16.992881 3650105 45.47217 16.99406 0.06136774025819395 3.9042036510741895e-06 spu
22eat Ia 167.879066032 19.8272786896 9005159 167.87592 19.82741 0.02758793805128781 1.6971387698898333e-06 spu
20jhf Ia 198.722667 27.008639 46076 198.72255 27.00817222222222 0.01544068196672246 6.337717808764889e-06 spu
20tnw Ia 316.257473949 8.27390283353 9005055 316.25767 8.2735 0.06803 5.9999999999999995e-05 lu
21yaj Ia 46.8305816667 18.6933583333 1567306 46.830375 18.693 0.061501 0.015 pu
21lxg Ia 324.73114175556 34.205322844444 None 324.72945833332994 34.206444444439995 0.06776402012564338 0.0344498 sp
20vbv Ia 344.184167 4.48365 1268893 344.18654 4.48719 0.054496054824365016 9.346064459986314e-06 spu
20amt Ia 113.68212057143 18.042491714286 1548563 113.68242 18.04236 0.044863624231176194 None sp
21nya Ia 184.508542 24.718 4320329 184.5085 24.718752777777777 0.06445459011513892 1.0006922855944561e-05 spu
21bmi Ia 184.172583098 41.0783625577 9005098 184.17160571 41.07786691 0.0850436 None sp
21min Ia 222.24025 18.326689 1556460 222.23836664 18.32618739 0.04203441302049033 1.3342563807926082e-05 spu
19mrw Ia 355.320083 25.550019 72115 355.31704583333334 25.551244444444446 0.03134301664119916 1.2341871522331627e-05 spu
21ads Ia 203.781428889 -33.4831355556 47879 203.78333333333333 -33.485 0.012728805872761482 0.00011007615141539018 spu
21jtb Ia 224.678365833 53.6692925 3490029 224.67825838 53.66917846 0.07330404556074589 2.0013845711889123e-05 spu
21vju Ia 340.602475072 6.96069908798 1311004 340.6035458333333 6.963327777777778 0.040469997414011 0.00020013845711889123 spu
21vio Ia 263.52544609999995 8.512882399999999 9005143 263.5256031 8.5126385 0.09251387962130915 4.5768990489802874e-06 spu
21jys Ia 135.305833 10.437389 3527519 135.30651666666665 10.437125 0.03615834791947969 1.3342563807926082e-05 spu
21xfo Ia 41.9747733333 -32.5704166667 145051 41.9738625 -32.571419444444444 0.06312033373434632 0.0001467682018871869 spu
20lip Ia 339.473395075 9.9577903 9005043 339.47326 9.95781 0.093024999 0.036069800000000006 pu
20bdx Ia 105.29489696 36.05989222 2074377 105.29271 36.06367 0.160012 0.015 pu
20ysq Ia 345.912882038 -8.03696178945 1009262 345.9135 -8.03864 0.056848 0.015 pu
19vqm Ia 203.076612953 7.9404662813 3809557 203.07629 7.94078 0.023613002299077184 1.3342563807926082e-05 spu
21msv Ia 195.09912456 -11.96550124 9005140 195.07470965261 -11.96413795071 0.05073309749506774 0.00024983950730341593 spu
21hlp Ia 158.420583 -3.706661 3092645 158.42033625 -3.7065547222222226 0.064902 0.015 pu
21fbc Ia 214.665938482 19.7483519936 9005108 214.6661053 19.7495326 None None n
20nef Ia 229.99642286 20.7131538 1634244 229.99636583333333 20.713165555555555 0.04095499960842911 1.0006922855944561e-05 spu
19dyo Ia 135.278636862 52.6510378974 25334 135.27394537253 52.64990567233 0.029829302777189946 9.67335876074641e-06 spu
22ssh Ia 30.274789 15.3214668 9005186 30.2770368 15.3218246 0.054357 0.034793800000000014 pu
19dwd Ia 160.7275312 21.6247591 1653857 160.72649583333333 21.623338888888888 0.05122543809958021 6.671281903963041e-06 spu
22ruh Ia 44.3425375 10.325315 1377870 44.342842 10.32503 0.02584 0.015 pu
20sjo Ia 66.591458 -10.098811 15090 66.585625 -10.098444444439998 0.031268965412065176 1.934671752149282e-05 spu
22rnu Ia 25.1810315 -14.4787764 9005176 25.1712176 -14.492677 0.31184199 0.0432908 pu
20vwv Ia 103.835583 -36.3797 637506 103.8350599 -36.3794104 0.03186 0.0338446 sp
20dhj Ia 223.37659252 17.2891396457 53222 223.37511 17.29128 0.044171558178424886 7.004845999161194e-06 spu
20cbo Ia 215.13843 -33.328625 9005032 215.13925 -33.34605555556 0.025120044881182437 0.00015010384283916842 spu
21ikn Ia 118.831167 41.14455 9005124 118.83041 41.14387 0.06898294132626466 5.5624314069593894e-06 spu
22abcq Ia 32.7626148 36.4812966 None 32.76175 36.48161111111 0.050414 0.015 pu
20xyh Ia 22.7017241559 34.8020302987 9005080 22.70131 34.80168 0.10151279 None sp
20cli Ia 247.986216708 14.0442381041 3867429 247.98438 14.04381 0.053510352151687555 1.0006922855944561e-05 spu
22rlp Ia 241.25292233333334 27.258235499999998 1802540 241.252792 27.25815 0.045664924632627016 2.3349486663870643e-05 spu
20jfc Ia 287.5295 40.00935 62844 287.52894125 40.0074125 0.027555729904319343 0.00011007615141539018 spu
19iev Ia 310.397838 -20.956796 3928548 310.39770833332994 -20.957111111110002 0.05424 0.0347899 pu
21aabw Ia 82.409375 -23.99265 3080953 82.4081231 -23.99410021 0.032337037644889655 0.00013109068941287376 spu
21lnf Ia 144.507625 -16.858719 892512 144.50751541666668 -16.859302500000002 0.038947610883526634 0.00011674743331935322 spu
21kjh Ia 199.966652643 7.76054621278 1330132 199.96609583333333 7.760263888888889 0.04927075250171904 6.671281903963041e-06 spu
20vav Ia 278.540468297 25.7858623848 9005068 278.53991 25.78612 0.05554608194173995 4.309491786067682e-06 spu
21dch Ia 196.349005565 29.5096292514 3802101 196.34838416666668 29.510398333333335 0.02014060006806442 1.0006922855944561e-05 spu
22mxq Ia 208.70830335 20.6008757 1631682 208.70709282439998 20.6031774876 0.07012184409255552 1.0006922855944561e-05 spu
20yef Ia 37.892947033333 -14.151611533333 928270 37.892916666666665 -14.153333333333334 0.05377536959048867 3.408058790777685e-06 spu
21abpg Ia 274.174042 15.29745 1480781 274.1736944 15.29839309 0.04563953809825338 2.658469420172005e-06 spu
21zfw Ia 322.907 11.83295 66899 322.90649114 11.83164866 0.028835281773499456 1.5010384283916844e-05 spu
19ftg Ia 193.23804619167 -13.036813233333 943899 193.2375 -13.038611111111111 0.060594526557739364 0.0356783 sp
20uek Ia 13.4788046341 -31.0935546341 3169 13.47529 -31.09553 0.03194209775617504 7.338410094359345e-05 spu
22mox Ia 203.6868626 33.8897511 2040554 203.68646 33.8904 0.02336249566358337 3.2689281329418906e-05 spu
19zho Ia 162.62198296667 8.8981624333333 9005028 162.62193666 8.89802565 0.07231 None sp
20lfe Ia 357.075948146 33.1489662271 9005042 357.07739 33.14837 0.03648547592993159 0.034534300000000004 sp
22sjf Ia 319.2902443 6.5975454 None 319.290717207512 6.59731075540786 0.03335366553662629 9.564892238883571e-06 spu
19hvv Ia 18.6016168137 -7.47539192041 4471 18.606105416666665 -7.478229722222222 0.018126873625353177 0.00013075712531767562 spu
21fck Ia 130.344511289 2.88982340711 5827950 130.34434 2.8897 0.056 None sp
22vnj Ia 0.31943735 36.969959375 95 0.31545 36.969429 0.04075486115131022 0.00012341871522331626 spu
19hoc Ia 259.103958 36.114119 9005015 259.10399 36.11385 0.03687926238333527 None sp
21fwy Ia 196.672414083 9.33175093174 4355290 196.67199166666666 9.331219444444445 0.0728337201865165 1.0006922855944561e-05 spu
21ftu Ia 184.318165641 -13.5130127608 9005111 184.31941 -13.51356 0.0823868 None sp
19odb Ia 247.472714286 37.5839928571 2104328 247.4718467 37.5841166 0.07343747119882515 2.6685127615852164e-05 spu
22mts Ia 280.6807833 -22.0785356 202781 280.68183 -22.07906 0.029166844484126417 0.0001300899971272793 spu
20tug Ia 359.866168993 17.8652140746 73166 359.8641375 17.864983333333335 0.05673287584654204 5.900452084432045e-06 spu
21bms Ia 42.379875 40.551069 10703 42.386327083333335 40.5509275 0.030081810797254943 0.00011574674103375877 spu
20mue Ia 215.158911429 -35.9003557143 9005046 215.160992 -35.8998409 None None n
19buq Ia 222.7990876 -9.4388482 9005008 222.80042 -9.43887 0.0391170480716686 2.881107850315201e-06 spu
21kkz Ia 248.984768982 18.0828222639 1549695 248.98475 18.08280555556 0.078802 0.015 pu
19wmx Ia 42.696083 33.512589 10804 42.7010275 33.512706944444446 0.0398915972729374 2.268235847347434e-05 spu
22rlq Ia 270.8963692 41.626374733333336 2184105 270.8963807 41.6263679 0.082239002 0.0357139 pu
20skp Ia 20.6945575895 10.0313499223 9005052 20.69457 10.0324 0.05858278472058127 5.49541662332384e-06 spu
19eiy Ia 265.224311043 38.7354072064 60686 265.2285 38.73219444444 0.0410283837093727 0.00016511422712308526 spu
21ymf Ia 62.6777208333 -36.1304741667 9005155 62.6777006449111 -36.1302080931926 None None n
21gdm Ia 237.387721 4.6709825 9005116 237.38764 4.67103 None None n
21acaz Ia 268.185280645 56.9330019771 2552242 268.18344535 56.93190266 0.05801595088112991 3.5752485868130453e-06 spu
22udi Ia 257.273350909 52.9603581818 2428150 257.27108333333 52.958861111110004 0.04965319310153161 6.362434388750005e-07 spu
20zbc Ia 12.3646448166 23.412605713 9005088 12.36493 23.41283 None None n
20mby Ia 269.96866088333 50.490919833333 2374563 269.9687672234 50.491082561599995 0.05321530138161165 2.214113568214243e-06 spu
21irx Ia 206.909891359 15.5213040698 1486879 206.91099041666666 15.523494444444445 0.09070942004818547 1.6678204759907602e-05 spu
20cxx Ia 48.08175 41.28225 9005034 48.08317 41.28217 0.029846941653720437 8.331070401549483e-07 spu
20vau Ia 302.900456667 -30.9158066667 9005067 302.88258 -30.89375 0.07222999999999999 0.015 pu
20jsa Ia 216.0998912 26.6897745 51460 216.09908375 26.690224166666667 0.03655528919276548 2.101453799748358e-05 spu
21iqt Ia 167.763968671 55.1308172089 9005125 167.7637053647 55.130797807200004 0.0575778725036584 3.4809243446738687e-06 spu
19bus Ia 217.357108659 16.6820600443 1514443 217.35827083333334 16.68150277777778 0.0823269543358559 1.0006922855944561e-05 spu
19kpv Ia 356.773333 -34.709739 9005019 356.77379 -34.71067 0.0425 0.000297 spu
22kj Ia 161.122988684 23.8370135689 4250053 161.1185644134 23.8363531934 None None n
20kzn Ia 234.54817776667 3.0278325833333 3122970 234.54814 3.02786 0.07775379059068925 2.0013845711889123e-05 spu
21dnl Ia 221.762447925 0.475774107599 1167018 221.76673 0.47906 0.055821951331410755 2.0013845711889123e-05 spu
22mxe Ia 233.18919325000002 23.08641545 3848696 233.18919325000002 23.08641545 0.051562337835730346 1.3342563807926082e-05 spu
19ftd Ia 194.4213978 -24.476642533333 44350 194.42496 -24.47964 0.04795017224882956 0.00010840833093939942 spu
22sfg Ia 44.6826938 9.9520444 9005183 44.683726 9.952517 None None n
22zoa Ia 149.6303607 -2.8208082 None 149.62956200000002 -2.822308 0.04745 0.00137605 spu
23epo Ia 148.548456762 34.1417947371 None None None None None None
22shl Ia 2.6246864 42.6029219 2202250 2.62375 42.60294444444 0.036614 1.0 p
19ope Ia 346.718985556 -37.8503288889 616700 346.71880541666667 -37.849028611111116 0.06044514969085714 0.0002134810209268173 spu
21abht Ia 115.752875 31.386389 1944677 115.75342575 31.38643806 0.03512763486531739 1.3342563807926082e-05 spu
19fyb Ia 154.9735369875 22.105147975 1663605 154.97405 22.105625 0.04382965498084678 6.671281903963041e-06 spu
21jvs Ia 224.436686823 6.62438029684 53470 224.43702766 6.62689702 0.021484863371712976 1.7345332950303908e-05 spu
22mme Ia 278.40055125 41.4894 2181874 278.397625 41.48758333333 0.08327357002029687 4.9227304577958986e-06 spu
21xjt Ia 343.535455 -32.4131575 9005148 343.533708 -32.410416 None None n
20ufe Ia 81.0188528457 -23.0242033315 None 81.01814123 -23.02401463 None None n
21fwm Ia 159.325719164 -5.16063578669 9005112 159.32543 -5.16107 0.07260911751170022 None sp
21vt Ia 201.782399636 11.3523929005 4370785 201.7826694663 11.3525620036 0.08979447005693343 3.122221491097532e-06 spu
20nei Ia 196.89961606667 43.560012633333 2223723 196.90055416666667 43.56121388888889 0.06173604273927399 2.6685127615852164e-05 spu
21dnm Ia 189.350889393 23.0935396452 4334569 189.3501565 23.09421511 0.04607187282876876 6.671281903963041e-06 spu
22tvz Ia 298.75688375 -21.09922125 63811 298.7538722627 -21.09814220974 0.022128642075445407 2.3349486663870643e-05 spu
21zw Ia 191.137333 26.795061 9005157 191.13722661 26.79538512 0.082510002 0.0357228 pu
22mtp Ia 261.5520198 27.618718 1813255 261.55125 27.61416666666667 0.0848019999222262 2.3349486663870643e-05 spu
21low Ia 176.19275 20.126189 36574 176.19595294 20.12504927 0.021929170746516912 5.670589618368585e-06 spu
23hwg Ia 251.92316 9.6699225 None None None None None None
20jge Ia 273.685434664 43.4561430773 9005036 273.68598 43.45675 0.061991302207248924 6.109445596046842e-06 spu
22rnz Ia 282.136996 36.0397771 9005177 282.139801 36.0396 0.06260299999999999 0.015 pu
22klg Ia 208.182706 59.278587 9005162 208.1816843948 59.277485425100004 None None n
20ayh Ia 290.284 43.328669 63101 290.2849 43.32539444444445 0.018286650826953087 8.005538284755648e-06 spu
22rcj Ia 5.7713103 29.2740517 9005169 5.7713103 29.2740517 None None n
20xtz Ia 272.962875 14.98245 61536 272.96352583333334 14.981872222222222 0.007625608780324954 1.0006922855944561e-05 spu
20jjf Ia 233.784425502 23.9455693262 1696614 233.78447083333333 23.944144444444444 0.06426779422182796 1.6678204759907602e-05 spu
22ueh Ia 16.03935 20.8715433333 9000000 16.0390567 20.871807 0.067550004 0.035229199999999995 pu
20aczg Ia 150.277875 54.789569 9005030 150.28413 54.78763 0.02506024168345545 0.0342631 sp
21lyi Ia 153.74239586667 -3.5389890166667 1069930 153.74305544 -3.53851841 0.07631612934038522 0.00016678204759907602 spu
21bta Ia 210.6848938 25.557550477778 1740950 210.68525 25.55843 0.06107558583078165 1.3342563807926082e-05 spu
19bas Ia 246.715458 29.3857 1864645 246.71665833333333 29.38725833333333 0.07830083570681422 1.0006922855944561e-05 spu
20cot Ia 158.898527022 22.6406374755 3757802 158.90021 22.64164 0.09815457065300824 2.0013845711889123e-05 spu
21kkj Ia 320.887426667 -10.57276 9005129 320.887701805 -10.573113130160001 0.09027740187904838 2.707926310255293e-06 spu
22ryw Ia 274.6011063 30.0592725 9005181 274.60034426 30.0593389 None None n
21blp Ia 142.973665807 35.5517484652 27065 142.97956 35.55433 0.026890936662589425 1.1007615141539018e-05 spu
19ahi Ia 207.902495092 -8.84007972787 170305 207.90439208333333 -8.836136388888889 0.028343608297177376 8.005538284755649e-05 spu
21hwq Ia 212.39735713 11.1530969245 None 212.39647563 11.15398827 0.0794409319681661 4.477016215323482e-06 spu
21mid Ia 239.539519013 12.0439766922 214440 239.53933 12.04583 0.0414613499049399 2.3683050759068796e-05 spu
20nin Ia 276.527708 30.222531 None 276.52677 30.22239 0.060604783046535195 -0.49995494857429984 spu
21zfq Ia 298.19425 50.54665 3097207 298.19281204 50.54714945 0.025964629170224157 0.00012341871522331626 spu
21ckc Ia 178.648712033 25.3834358597 1734564 178.64966666667 25.38194444444 0.0530867257507859 1.0006922855944561e-05 spu
21vqb Ia 23.997542 -34.020311 3176919 23.99713 -34.01989 0.06770016876141695 0.0002134810209268173 spu
21absz Ia 280.732852 25.269271699999997 1730831 280.73244858 25.26965467 None None n
19vdg Ia 95.8830948768 50.3999618559 18941 95.88442 50.40206 0.0360649499728242 0.0003702561456699488 spu
19mrj Ia 236.67979 28.197915 3853245 236.68349 28.19857 0.0762994511356253 1.3342563807926082e-05 spu
20lil Ia 219.498583 9.388539 1364397 219.4989238051 9.3878800655 0.030714581885845842 1.6678204759907602e-05 spu
23epj Ia 194.973828571 26.8194471429 None None None None None None
22sfc Ia 15.8341376 28.7138745 9005182 15.8375495 28.7131154 0.097884998 0.0362302 pu
20ysl Ia 121.425333 -9.814519 986045 121.42292932582001 -9.81689408044 0.03641719365735345 7.271697275319715e-05 spu
22vye Ia 357.0752952 2.3411815 72470 357.07541666667 2.34227777778 0.029997419081169815 3.6692050471796725e-05 spu
19hzd Ia 229.309583 -25.197311 2816948 229.30845416666668 -25.19483888888889 0.05052161785871211 9.006230570350105e-05 spu
21cjf Ia 37.9653006875 2.0502541375 9627 37.96599166666667 2.050333333333333 0.04021181880432763 3.869343504298564e-05 spu
21zek Ia 284.106417 -16.182169 9005156 284.106325 -16.18331 0.02990600859246894 0.00014127206512410187 spu
21mhv Ia 186.014375 35.703639 3088524 186.01382 35.70406 0.04682272560705981 1.4009691998322387e-05 spu
19vjm Ia 151.17075 4.816411 29226 151.17068166666667 4.818197777777778 0.029840643956426684 0.00015343948379114994 spu
20lsc Ia 243.515625 14.282639 57562 243.51371 14.28211 0.03029462468999137 2.4016614854266945e-05 spu
20cvw Ia 119.482958 30.026939 1887325 119.48299166666666 30.027552777777778 0.05103530656531726 1.0006922855944561e-05 spu
22yjk Ia 67.2817564 4.271523 None 67.2816 4.27153 0.0311688455844 0.0009038969999999999 spu
21bbz Ia 176.348333 20.324461 36639 176.34938 20.32543 0.023311793921113252 9.339794665548258e-06 spu
21ify Ia 261.723722906 13.178865883 None 261.7236444 13.17866077 0.06087752513989542 1.1014380271966856e-05 spu
21ymb Ia 5.21315 -32.856912 9005154 5.21372893501 -32.85743917867 0.13888599999999998 0.0375832 pu
21gez Ia 245.54178907 21.2222280379 1645390 245.53862 21.21942 0.03207018636873113 1.5010384283916844e-05 spu
19ekb Ia 213.048401903 40.0986428271 9005010 213.04767 40.0985 0.067288 0.000167 spu
21gft Ia 151.243958 -18.3799 None 151.24399591 -18.37972395 None None n
21ybx Ia 47.6240381264 -11.7301606057 3653830 47.62459713 -11.72975488 0.0533455631103761 3.7517724218241733e-06 spu
20aai Ia 152.991262889 -1.95169505239 154854 152.99053 -1.95169 0.045261312077437256 0.00020013845711889123 spu
20vas Ia 343.298538328 11.1135379329 9005066 343.29737 11.11294 0.0714631 0.0375622 sp
20tzl Ia 34.669998175 50.786952075 9005060 34.669824 50.7868128 0.05213414 None sp
21jmi Ia 232.172126 26.155364 1764863 232.17370635 26.15476975 0.08648282939792969 9.006230570350107e-06 spu
22zwa Ia 117.9025073 27.3804354 None 117.9021 27.379778 0.026810000000000004 0.00077749 spu
21dlb Ia 223.279024907 3.53730799047 1254126 223.28041 3.53814 0.03335307387886322 1.0006922855944561e-05 spu
20bpu Ia 71.91388492 -14.64837688 3686478 71.91279 -14.64956 0.04152872985216993 7.671974189557497e-05 spu
20ust Ia 24.74227655 48.88053775 9005065 24.742304564308565 48.88060223786157 0.0746452175272362 1.4343689648949054e-06 spu
20wio Ia 60.0061374897 -24.6002298081 92053 60.011270833333334 -24.60089166666667 0.0640970094050865 0.00013075712531767562 spu
22myp Ia 205.438268571 -25.7934157143 170282 205.44216666667 -25.794583333330003 0.026338220956846087 0.00010674051046340866 spu
21xjs Ia 276.0237334375 30.2366309375 1895741 276.024125 30.236861111110002 0.057721 0.015 pu
19hyj Ia 353.752082224 23.139272368 1682143 353.7529166666667 23.139166666666664 0.05710117688163202 1.177587308363523e-05 spu
19ard Ia 130.9015952 47.2535595 3131461 130.90712083333332 47.25250833333333 0.06912115180696107 1.0006922855944561e-05 spu
21fco Ia 159.973958 21.844489 31721 159.96929 21.84495 0.05538731731536756 8.672666475151954e-06 spu
21vht Ia 11.7927274413 16.3747768238 3602840 11.79225 16.37264 0.049014999999999996 0.015 pu
19huh Ia 348.613333 8.2633 3978094 348.61433 8.26147 0.04072934505459788 3.5652196725688423e-06 spu
20lkq Ia 200.099125 45.261161 9005044 200.10083 45.26139 None None n
20bdf Ia 43.949301875 15.1003244 1475229 43.94958 15.09967 0.03417152074831255 0.015 sp
21jwq Ia 270.230177627 52.7396462498 None 270.22985935 52.7397885 0.05091845960784143 2.8361601733077613e-06 spu
22aapa Ia 6.018266 31.1608723 None 6.01828056 31.16005383 None None n
20ygj Ia 88.7490928821 54.4437939745 9005081 88.75021 54.4435 0.072122 0.015 pu
21zfs Ia 323.124292 5.346311 1281969 323.12425662 5.34636784 0.019630247002411248 1.0006922855944561e-05 spu
19fma Ia 154.846875 44.40855 30167 154.85845041666667 44.40462888888889 0.023436213328622165 0.00014343256093520538 spu
19due Ia 240.406638802 16.4359352776 1508620 240.40365416666666 16.431283333333333 0.04334098358138149 0.0002321606102579138 spu
19dwz Ia 238.6720725 -30.64721 714674 238.6738125 -30.646991666666665 0.04607963148708845 2.990802540674131e-06 spu
20wgr Ia 125.915583 -0.168331 23543 125.9145204834 -0.1700265386 0.034964188458670296 0.0001300899971272793 spu
22rvz Ia 286.7188996 34.6097853 9005180 286.7176666666701 34.60933333333 0.06087752513989542 1.1014380271966856e-05 spu
21ble Ia 174.764958 -9.410319 3098267 174.76541666666665 -9.408333333333333 0.04985654189764994 7.090522371563934e-06 spu
21aalx Ia 9.28480052389 25.6937469923 2209 9.2845 25.693333333330003 0.03224564108280536 6.337717808764889e-05 spu
22abvt Ia 22.6809815789 -31.5144231579 None 22.6818 -31.51342 0.0296633548317 0.0339789 pu
20oms Ia 324.545762383 6.74103520404 67077 324.5475 6.74219 0.06503832728173568 1.3342563807926082e-05 spu
20zwe Ia 352.5688188 -12.66795475 949474 352.57166666666666 -12.66388888888889 0.08099181718646664 0.015 sp
20var Ia 331.028542 -19.685789 67964 331.02880833333336 -19.685219444444446 0.03653727673162479 0.00010073635674984193 spu
20jdo Ia 273.931854801 58.2152610216 2575993 273.9275 58.21883 0.064246 0.015 pu
20dko Ia 204.987747244 0.828189947664 48338 204.99038 0.83094 0.022650336320335317 7.471835732438606e-05 spu
22rmp Ia 111.7935012 33.8350964 21035 111.78964199999999 33.831790999999996 0.02621480224162277 6.671281903963041e-06 spu
21lxo Ia 210.41132639 19.49643992 None 210.41 19.497500000000002 0.0597635098818 0.034972199999999995 pu
20qqn Ia 356.320996628 21.3588386509 1648378 356.32008 21.35881 0.026351563520654014 2.0013845711889123e-05 spu
19nwf Ia 61.2707482009 -6.60481597252 9005021 61.27072 -6.60439 0.06464116548832113 None sp
19nzv Ia 233.261604176 40.4331300643 4005961 233.260675 40.43402777777777 0.09665686786556853 6.671281903963041e-06 spu
21yma Ia 78.8049181 -27.8423376 749114 78.80474379 -27.84214543 0.0812673087908132 2.63603433509757e-06 spu
20cbf Ia 230.716408075 38.4496064575 2127359 230.71823166666667 38.448613055555555 0.040134431934241654 1.0006922855944561e-05 spu
21ijy Ia 258.48730273 39.09879603 9005123 258.487416079 39.098764703600004 None None n
21kpu Ia 230.581986287 22.6817822719 9005133 230.58255 22.68193 None None n
20tap Ia 341.055804123 -18.1782786968 164224 341.0544120833333 -18.17736111111111 0.05375051830023023 0.00011674743331935322 spu
20xps Ia 44.3917224393 13.4754265526 9005077 44.39061 13.47548 0.07112085939072164 4.6082096530064565e-06 spu
21gbm Ia 175.503949667 -4.20870790511 9005115 175.50402342 -4.20968504 None None n
22yvv Ia 40.4292162 -22.8142491 None 40.427238 -22.813417 0.022173 0.015 pu
19bdz Ia 222.1537264 6.8144252 52879 222.15776416666668 6.814580555555556 0.03465397385013602 2.0013845711889123e-05 spu
20sme Ia 41.08675 14.9213 1470478 41.08615 14.919097222222222 0.04562489694120324 0.0004202907599496716 spu
21aaqb Ia 1.6585 -34.904211 None None None None None None
23hsy Ia 167.442747 11.1925551 None None None None None None
20zpf Ia 348.168683303 -11.93390154 9005093 348.1685 -11.93403 0.09751038961556147 None sp
22nbi Ia 322.302958 -0.620919 1138787 322.3021558807 -0.6217427960999999 0.03017887794895761 9.339794665548258e-06 spu
21bjb Ia 210.917992857 -34.1839028571 89838 210.91879166667 -34.18272222222 0.015024727540010364 4.202907599496716e-05 spu
20svo Ia 40.6334713728 -0.963140241395 4136229 40.6326625 -0.9636388888888888 0.03874680529821734 6.671281903963041e-06 spu
20wcj Ia 43.209625 -1.231031 213114 43.2008502129 -1.2193619313 0.023848164986191883 1.4676820188718693e-05 spu
23gxf Ia 257.2254184 19.1723339 1583050 257.22583 19.17396 0.041748 0.015 pu
20ubl Ia 85.824667 58.084881 9005061 85.82375 58.08735 None None n
21hji Ia 252.171380618 21.9971688313 3572442 252.17108333333 21.99741666667 0.057669896418808514 6.671281903963041e-06 spu
20yxo Ia 26.8630054 0.96763981666667 3519180 26.863093178699998 0.9675826378 0.09432859048108543 1.6678204759907602e-05 spu
19hqg Ia 235.100708 41.7837 4473235 235.10174 41.78365 0.07761538938256175 1.6496154060935408e-06 spu
20ulf Ia 240.420417 21.354869 56731 240.41763 21.35293 0.032081527547967864 2.8019383996644775e-05 spu
21xoo Ia 351.10125557222 45.477214305556 9005149 351.100005 45.475689 0.08709596495518063 4.278980684800648e-06 spu
21aut Ia 201.814170585 -26.7761117205 764003 201.81583333333333 -26.77638888888889 0.04415473278409448 4.9774223109741444e-06 spu
19drp Ia 215.510884285 30.067005557 1888906 215.51054583333334 30.06656388888889 0.08522562632312786 2.6685127615852164e-05 spu
