# Combination of '2024xhs' data from 'ATLAS', 'ZTF'
filter, zp, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 353.4826, -23.72858, 60661.086569, 19.181, 0.314, 77.0, 24.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60661.107558, 20.275, 0.876, 28.0, 25.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60662.066181, 19.588, 0.423, 53.0, 22.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60665.056418, 20.3, 0.628, 28.0, 17.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60665.08117, 20.206, 0.643, 30.0, 19.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60666.086031, 20.015, 0.377, 36.0, 14.0, ATLAS
c, 23.9, 353.4826, -23.72858, 60667.8308, 20.095, 0.481, 33.0, 16.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60674.050773, 20.816, 0.954, 17.0, 16.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60681.061388, 19.338, 0.675, 67.0, 45.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60682.046587, 19.629, 0.569, 51.0, 29.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60682.789391, 19.514, 0.709, 57.0, 40.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60682.806783, 20.158, 0.757, 31.0, 24.0, ATLAS
o, 23.9, 353.4826, -23.72858, 60686.035796, 18.503, 0.464, 144.0, 67.0, ATLAS
